	id	name	readonly	readwrite	requirement
808	G3MP_e	3'-GMP	-	x	x
809	G3P_e	3-Phospho-D-glycerate	-	x	x
810	G6P_e	D-Glucose 6-phosphate	-	x	x
811	GalCer16_e	galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
812	GalDAG160_e	galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
813	GalDAG161_e	galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
814	GalDAG181_e	galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
815	GalGalCer16_e	galactosyl-α1-4-galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
816	GalGalDAG160_e	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
817	GalGalDAG161_e	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
818	GalGalDAG181_e	galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
819	GalGalGalDAG160_e	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
820	GalGalGalDAG161_e	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
821	GalGalGalDAG181_e	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
822	GalGalGlcCer16_e	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
823	GalGalGlcDAG160_e	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
824	GalGalGlcDAG161_e	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
825	GalGalGlcDAG181_e	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
826	GalGlcCer16_e	galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
827	GalGlcDAG160_e	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
828	GalGlcDAG161_e	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
829	GalGlcDAG181_e	galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
830	GDP_e	GDP	-	x	x
831	GDPTP_e	Guanosine 3'-diphosphate 5'-triphosphate	-	x	x
832	GL_e	glycerol	-	x	x
833	GL2P_e	Glycerol 2-phosphate	-	x	x
834	GL3P_e	Glycerol 3-phosphate	-	x	x
835	GLC_e	D-Glucose	-	x	x
836	GlcCer16_e	glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
837	GlcDAG160_e	glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
838	GlcDAG161_e	glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
839	GlcDAG181_e	glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
840	GlcGalCer16_e	glucosyl-β1-4-galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
841	GlcGalDAG160_e	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
842	GlcGalDAG161_e	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
843	GlcGalDAG181_e	glucosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
844	GlcGalGalDAG160_e	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
845	GlcGalGalDAG161_e	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
846	GlcGalGalDAG181_e	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
847	GlcGalGlcDAG160_e	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
848	GlcGalGlcDAG161_e	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
849	GlcGalGlcDAG181_e	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
850	GlcGlcDAG160_e	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
851	GlcGlcDAG161_e	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
852	GlcGlcDAG181_e	glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
853	GlcGlcGlcDAG160_e	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
854	GlcGlcGlcDAG161_e	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
855	GlcGlcGlcDAG181_e	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
856	glchm5dC_e	beta-D-glucosylhydroxymethyl-2'-deoxycytidine	-	x	x
857	glchm5dCMP_e	beta-D-glucosylhydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
858	glchm5dU_e	beta-D-glucosylhydroxymethyl-2'-deoxyuridine	-	x	x
859	glchm5dUMP_e	beta-D-glucosylhydroxymethyl-2'-deoxyuridine monophosphate	-	x	x
860	GLN_e	L-glutamine	-	x	x
861	GlnGln_e	L-glutaminyl-L-glutamine	-	x	x
862	GLU_e	L-Glutamate	-	x	x
863	gludT_e	a-glutamyl-2'-deoxythymidine	-	x	x
864	gludTMP_e	a-glutamyl-2'-deoxythymidine monophosphate	-	x	x
865	GluGlu_e	L-glutamyl-L-glutamic acid	-	x	x
866	GLY_e	glycine	-	x	x
867	GlyGly_e	L-glycyl-L-glycine	-	x	x
868	Gm_e	2'-O-methylguanosine	-	x	x
869	GmMP_e	2'-O-methylguanosine monophosphate	-	x	x
870	GMP_e	GMP	-	x	x
871	GMP_Lysine_e	GMP-lysine	-	x	x
872	GMP_Mor_e	GMP-morpholidate	-	x	x
873	GN_e	guanine	-	x	x
874	GPCH_e	sn-Glycero-3-phosphocholine	-	x	x
875	GPE_e	sn-Glycero-3-phosphoethanolamine	-	x	x
876	GPG_e	Glycerophosphoglycerol	-	x	x
877	GPI_e	sn-Glycero-3-phospho-1-inositol	-	x	x
878	GPS_e	Glycerophosphoserine	-	x	x
879	GSN_e	guanosine	-	x	x
880	GTP_e	GTP	-	x	x
881	H_e	hydrogen ion	-	x	x
882	H2O_e	water	-	x	x
883	H2O2_e	hydrogen peroxide	-	x	x
884	HCYS_e	L-homocysteine	-	x	x
885	HDCA_e	Hexadecanoate (n-C16:0)	-	x	x
886	HDCEA_e	Hexadecenoate (n-C16:1)	-	x	x
887	HDECEG3P_e	1-hexadecanoyl-sn-glycerol 3-phosphate	-	x	x
888	HDECG3P_e	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	-	x	x
889	HIS_e	L-Histidine	-	x	x
890	HisHis_e	L-histidyl-L-histidine	-	x	x
891	hm3dC_e	3'-hydroxymethyl-2'-deoxycytidine	-	x	x
892	hm3dCMP_e	3'-hydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
893	hm5dC_e	5'-hydroxymethyl-2'-deoxycytidine	-	x	x
894	hm5dCMP_e	5'-hydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
895	hm5dU_e	5-hydroxymethyl-2'-deoxyuridine	-	x	x
896	hm5dUMP_e	5-hydroxymethyl-2'-deoxyuridine monophosphate	-	x	x
897	hm5hydantoin_dRibose_e	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose	-	x	x
898	hm5hydantoin_dRiboseMP_e	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose monophosphate	-	x	x
899	ho5dC_e	5-Hydroxy-2'-deoxycytidine	-	x	x
900	ho5dCMP_e	5-Hydroxy-2'-deoxycytidine monophosphate	-	x	x
901	ho5dU_e	5-hydroxy-2'-deoxyuridine	-	x	x
902	ho5dUMP_e	5-hydroxy-2'-deoxyuridine monophosphate	-	x	x
903	ho5ho6dT_e	5-hydroxy-6-hydroxy-2'-deoxythymidine	-	x	x
904	ho5ho6dTMP_e	5-hydroxy-6-hydroxy-2'-deoxythymidine monophosphate	-	x	x
905	ho5ho6dU_e	5-hydroxy-6-hydroxy-2'-deoxyuridine	-	x	x
906	ho5ho6dUMP_e	5-hydroxy-6-hydroxy-2'-deoxyuridine monophosphate	-	x	x
907	ho5hydantoin_dRibose_e	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose	-	x	x
908	ho5hydantoin_dRiboseMP_e	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose monophosphate	-	x	x
909	HPHPYR_e	3-(4-Hydroxyphenyl)pyruvate	-	x	x
910	hydride_e	hydride	-	x	x
911	hydroxyl_radical_e	hydroxyl radical	-	x	x
912	HYXN_e	hypoxanthine	-	x	x
913	IDP_e	IDP	-	x	x
914	ILE_e	L-Isoleucine	-	x	x
915	IleIle_e	L-isoleucyl-L-isoleucine	-	x	x
916	IMP_e	IMP	-	x	x
917	INOS_e	myo-inositol	-	x	x
918	INS_e	inosine	-	x	x
919	ITP_e	ITP	-	x	x
920	K_e	potassium ion	-	x	x
921	k2C_e	lysidine	-	x	x
922	k2CMP_e	lysidine monophosphate	-	x	x
923	LAC_e	D-lactate	-	x	x
924	LEU_e	L-Leucine	-	x	x
925	LeuLeu_e	L-leucyl-L-leucine	-	x	x
926	LIPOATE_e	lipoate	-	x	x
927	LIPOYLAMP_e	lipoyl-AMP	-	x	x
928	LIPOYLLYS_e	N(6)-(lipoyl)lysine	-	x	x
929	lomefloxacin_e	Lomefloxacin	-	x	x
930	LYS_e	L-Lysine	-	x	x
931	LysLys_e	L-lysyl-L-lysine	-	x	x
932	m1dA_e	1-methyl-2'-deoxyadenosine	-	x	x
933	m1dAMP_e	1-methyl-2'-deoxyadenosine monophosphate	-	x	x
934	m1dG_e	1-methyl-2'-deoxyguanosine	-	x	x
935	m1dGMP_e	1-methyl-2'-deoxyguanosine monophosphate	-	x	x
936	m1G_e	1-methylguanosine	-	x	x
937	m1GMP_e	1-methylguanosine monophosphate	-	x	x
938	m2G_e	N(2)-methylguanosine	-	x	x
939	m2GMP_e	N(2)-methylguanosine monophosphate	-	x	x
940	m3dA_e	3-methyl-2'-deoxyadenosine	-	x	x
941	m3dAMP_e	3-methyl-2'-deoxyadenosine monophosphate	-	x	x
942	m3dC_e	3-methyl-2'-deoxycytidine	-	x	x
943	m3dCMP_e	3-methyl-2'-deoxycytidine monophosphate	-	x	x
944	m3dG_e	3-methyl-2'-deoxyguanosine	-	x	x
945	m3dGMP_e	3-methyl-2'-deoxyguanosine monophosphate	-	x	x
946	m3dT_e	3'-methyl-2'-deoxythymidine	-	x	x
947	m3dTMP_e	3'-methyl-2'-deoxythymidine monophosphate	-	x	x
948	m4dC_e	4-methyl-2'-deoxycytidine	-	x	x
949	m4dCMP_e	4-methyl-2'-deoxycytidine monophosphate	-	x	x
950	m5C_e	5-methylcytidine	-	x	x
951	m5CMP_e	5-methylcytidine monophosphate	-	x	x
952	m5dC_e	5-methyl-2'-deoxycytidine	-	x	x
953	m5dCMP_e	5-methyl-2'-deoxycytidine monophosphate	-	x	x
954	m62A_e	N6,N6-dimethyladenosine	-	x	x
955	m62AMP_e	N6,N6-dimethyladenosine monophosphate	-	x	x
956	m6A_e	N(6)-methyladenine	-	x	x
957	m6AMP_e	N(6)-methyladenine monophosphate	-	x	x
958	m6dA_e	6-methyl-2'-deoxyadenosine	-	x	x
959	m6dAMP_e	6-methyl-2'-deoxyadenosine monophosphate	-	x	x
960	m7dA_e	7-methyl-2'-deoxyadenosine	-	x	x
961	m7dAMP_e	7-methyl-2'-deoxyadenosine monophosphate	-	x	x
962	m7dG_e	7-methyl-2'-deoxyguanosine	-	x	x
963	m7dGMP_e	7-methyl-2'-deoxyguanosine monophosphate	-	x	x
964	m7G_e	7-methylguanosine	-	x	x
965	m7GMP_e	7-methylguanosine monophosphate	-	x	x
966	m8dG_e	8-methyl-2'-deoxyguanosine	-	x	x
967	m8dGMP_e	8-methyl-2'-deoxyguanosine monophosphate	-	x	x
968	MAL_e	L-Malate	-	x	x
969	MAN_e	D-Mannose	-	x	x
970	MAN1P_e	D-Mannose 1-phosphate	-	x	x
971	MAN6P_e	D-Mannose 6-phosphate	-	x	x
972	MET_e	L-Methionine	-	x	x
973	METHF_e	5,10-methyltetrahydrofolate	-	x	x
974	methylRed_e	4′-dimethylaminoazobenzene-2-carboxylic acid	-	x	x
975	METHYL_OCDCEA_e	methyl oleate	-	x	x
976	MetMet_e	L-methionyl-L-methionine	-	x	x
977	METSOXRL_e	L-Methionine-R-Sulfoxide	-	x	x
978	METSOXSL_e	L-Methionine-S-Sulfoxide	-	x	x
979	METTHF_e	5,10-Methylenetetrahydrofolate	-	x	x
980	MG_e	magnesium ion	-	x	x
981	MN_e	manganese ion	-	x	x
982	MO_e	molybdenum ion	-	x	x
983	MOBD_e	Molybdate	-	x	x
984	MONOBUTYRIN_e	1-monobutyrin	-	x	x
985	MOR_e	morpholine	-	x	x
986	MTHF_e	5-Methyltetrahydrofolate	-	x	x
987	n2dA_e	2-amino-2'-deoxyadenosine	-	x	x
988	n2dAMP_e	2-amino-2'-deoxyadenosine monophosphate	-	x	x
989	NA_e	sodium ion	-	x	x
990	NAAD_e	nicotinic acid adenine dinucleotide	-	x	x
991	NAC_e	nicotinate	-	x	x
992	NAD_e	nicotinamide adenine dinucleotide, oxidized	-	x	x
993	NADH_e	nicotinamide adenine dinucleotide, reduced	-	x	x
994	NADP_e	nicotinamide adenine dinucleotide phosphate, oxidized	-	x	x
995	NADPH_e	nicotinamide adenine dinucleotide phosphate, reduced	-	x	x
996	NAMN_e	nicotinate/nicotinic acid mononucleotide	-	x	x
997	NH3_e	ammonia	-	x	x
998	NH4_e	ammonium	-	x	x
999	NI_e	nickel	-	x	x
1000	nisin_e	nisin	-	x	x
1001	NMN_e	nicotinamide mononucleotide	-	x	x
1002	norfloxacin_e	Norfloxacin	-	x	x
1003	novobiocin_e	Novobiocin	-	x	x
1004	NR_e	Nicotinate D-ribonucleotide	-	x	x
1005	O2_e	oxygen	-	x	x
1006	O2edC_e	2'-O-ethyl-2'-deoxycytidine	-	x	x
1007	O2edCMP_e	2'-O-ethyl-2'-deoxycytidine monophosphate	-	x	x
1008	O2edT_e	2'-O-ethyl-2'-deoxythymidine	-	x	x
1009	O2edTMP_e	2'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
1010	O2mdC_e	2'-O-methyl-2'-deoxycytidine	-	x	x
1011	O2mdCMP_e	2'-O-methyl-2'-deoxycytidine monophosphate	-	x	x
1012	O2mdT_e	2'-O-methyl-2'-deoxythymidine	-	x	x
1013	O2mdTMP_e	2'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
1014	O4edT_e	4'-O-ethyl-2'-deoxythymidine	-	x	x
1015	O4edTMP_e	4'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
1016	O4mdT_e	4'-O-methyl-2'-deoxythymidine	-	x	x
1017	O4mdTMP_e	4'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
1018	O6edG_e	6'-O-ethyl-2'-deoxyguanosine	-	x	x
1019	O6edGMP_e	6'-O-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1020	O6mdG_e	6'-O-methyl-2'-deoxyguanosine	-	x	x
1021	O6mdGMP_e	6'-O-methyl-2'-deoxyguanosine monophosphate	-	x	x
1022	OA_e	oxaloacetate	-	x	x
1023	OCDCA_e	octadecanoate (n-C18:0)	-	x	x
1024	OCDCEA_e	octadecenoate (n-C18:1)	-	x	x
1025	ODEC11GP_e	1-octadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
1026	ODECG3P_e	1-octadecanoyl-sn-glycerol 3-phosphate	-	x	x
1027	OH_e	hydoxide anion	-	x	x
1028	ORN_e	ornithine	-	x	x
1029	oxo2dA_e	2-hydroxy-2'-deoxyadenosine	-	x	x
1030	oxo2dAMP_e	2-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
1031	oxo8dA_e	8-hydroxy-2'-deoxyadenosine	-	x	x
1032	oxo8dAMP_e	8-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
1033	oxo8dG_e	8-Oxo-2'-deoxyguanosine; 8-hydroxy-2'-deoxyguanosine	-	x	x
1034	oxo8dGMP_e	8-Oxo-2'-deoxyguanosine monophosphate; 8-hydroxy-2'-deoxyguanosine monophosphate	-	x	x
1035	oxoethyl7dG_e	7-(2'-oxoethyl)-2'-deoxyguanosine	-	x	x
1036	oxoethyl7dGMP_e	7-(2'-oxoethyl)-2'-deoxyguanosine monophosphate	-	x	x
1037	PA120_e	1,2-didodecanoyl-sn-glycerol 3-phosphate	-	x	x
1038	PA140_e	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	-	x	x
1039	PA141_e	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
1040	PA160_e	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	-	x	x
1041	PA161_e	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	-	x	x
1042	PA180_e	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	-	x	x
1043	PA181_e	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
1044	PAP_e	Adenosine 3',5'-bisphosphate	-	x	x
1045	pCHOL_e	phosphoryl-choline	-	x	x
1046	PDLA5P_e	Pyridoxamine 5'-phosphate	-	x	x
1047	PEP_e	phosphoenolpyruvate	-	x	x
1048	PG160_e	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)	-	x	x
1049	PG161_e	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	-	x	x
1050	PG181_e	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	-	x	x
1051	PGP160_e	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)	-	x	x
1052	PGP161_e	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)	-	x	x
1053	PGP181_e	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)	-	x	x
1054	PHE_e	L-phenylalanine	-	x	x
1055	PhePhe_e	L-phenylalanyl-L-phenylalanine	-	x	x
1056	PHPYR_e	phenylpyruvate	-	x	x
1057	PI_e	phosphate	-	x	x
1058	PL5P_e	Pyridoxal 5'-phosphate	-	x	x
1059	POE_SORBITAN_e	Polyoxyethylene (20) sorbitan	-	x	x
1060	PPAA_e	Phosphonoacetaldehyde	-	x	x
1061	PPGPP_e	Guanosine 3',5'-bis(diphosphate)	-	x	x
1062	PPHG_e	protoporphyrinogen IX	-	x	x
1063	PPI_e	diphosphate	-	x	x
1064	PPIX_e	protoporphyrin IX	-	x	x
1065	PRO_e	L-Proline	-	x	x
1066	proflavine_e	Proflavine	-	x	x
1067	ProPro_e	L-prolyl-L-proline	-	x	x
1068	PRPP_e	5-Phospho-alpha-D-ribose 1-diphosphate	-	x	x
1069	pSER_e	phosphoserine	-	x	x
1070	PSIURI_e	pseudouridine	-	x	x
1071	PSIURIMP_e	pseudouridine monophoshate	-	x	x
1072	pTHR_e	phosphothreonine	-	x	x
1073	PTRC_e	putrescine	-	x	x
1074	pTYR_e	Phosphotyrosine	-	x	x
1075	putdT_e	alpha-putrescinyl-2'-deoxythymidine	-	x	x
1076	putdTMP_e	alpha-putrescinyl-2'-deoxythymidine monophosphate	-	x	x
1077	PYDX_e	Pyridoxal	-	x	x
1078	PYR_e	pyruvate	-	x	x
1079	R1P_e	alpha-D-Ribose 1-phosphate	-	x	x
1080	R5P_e	alpha-D-Ribose 5-phosphate	-	x	x
1081	RBFLVRD_e	riboflavin, reduced	-	x	x
1082	rhodamine6G_e	Rhodamine 6G	-	x	x
1083	RIB_e	D-ribose	-	x	x
1084	RIBFLV_e	riboflavin, oxidized	-	x	x
1085	RL5P_e	D-Ribulose 5-phosphate	-	x	x
1086	s2U_e	2-thiouridine	-	x	x
1087	s2UMP_e	2-thiouridine monophosphate	-	x	x
1088	s4U_e	4-thiouridine	-	x	x
1089	s4UMP_e	4-thiouridine monophosphate	-	x	x
1090	S7P_e	D-sedoheptulose-7-phosphate	-	x	x
1091	SALA_e	3-Sulfino-L-alanine	-	x	x
1092	SBT_e	D-Sorbitol	-	x	x
1093	SBT6P_e	D-Sorbitol 6-phosphate	-	x	x
1094	SER_e	L-Serine	-	x	x
1095	SerSer_e	L-seryl-L-serine	-	x	x
1096	SNGLYP_e	sn-glycerol-1-phosphate	-	x	x
1097	SO2_e	sulfur dioxide	-	x	x
1098	SO4_e	sulphate	-	x	x
1099	SPMD_e	spermidine	-	x	x
1100	STEROL_e	cholesterol	-	x	x
1101	T3P1_e	D-glyceraldehdye-3-phosphate	-	x	x
1102	T3P2_e	Dihydroxyacetone phosphate	-	x	x
1103	TAG16P_e	D-Tagatose 1,6-biphosphate	-	x	x
1104	TAG6P_e	D-Tagatose 6-phosphate	-	x	x
1105	tBHP_e	tert-butylhydroperoxide	-	x	x
1106	tBOH_e	tert-Butanol	-	x	x
1107	TDECEG3P_e	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
1108	TDECG3P_e	1-tetradecanoyl-sn-glycerol 3-phosphate	-	x	x
1109	TDP_e	TDP	-	x	x
1110	tetraphenylphosphonium_e	tetraphenylphosphonium	-	x	x
1111	THF_e	5,6,7,8-Tetrahydrofolate	-	x	x
1112	THM_e	thiamine	-	x	x
1113	THMP_e	Thiamin monophosphate	-	x	x
1114	THR_e	L-Threonine	-	x	x
1115	ThrThr_e	L-threonyl-L-threonine	-	x	x
1116	THY_e	thymine	-	x	x
1117	TPP_e	thiamine diphosphate	-	x	x
1118	TRIBUTYRIN_e	tributyrin; 1,3-Di(butanoyloxy)propan-2-yl butanoate; butyrin	-	x	x
1119	TRILAURIN_e	trilaurin	-	x	x
1120	TRIMYRISTIN_e	trimyristin; 1,3-Di(tetradecanoyloxy)propan-2-yl tetradecanoate; glyceryl trimyristate	-	x	x
1121	TRIOLEIN_e	triolein	-	x	x
1122	TRIPALMITIN_e	tripalmitin; 1,2,3-Trihexadecanoylglycerol; Glyceryl Tripalmitate; Glycerol Tripalmitate	-	x	x
1123	TRISTEARIN_e	Tristearin	-	x	x
1124	TRI_HDCEA_IN_e	triacylglycerol of {Hexadecenoate acid}	-	x	x
1125	TRI_TTDCEA_IN_e	triacylglycerol of {tetradecenoic acid}	-	x	x
1126	TRP_e	L-tryptophan	-	x	x
1127	TrpTrp_e	L-trytophanyl-L-trytophan	-	x	x
1128	TTDCA_e	tetradecanoate (n-C14:0)	-	x	x
1129	TTDCEA_e	tetradecenoate (n-C14:1)	-	x	x
1130	TTP_e	TTP	-	x	x
1131	TWEEN80_e	Tween 80; Polyoxyethylene (20) sorbitan monooleate; polysorbate 80	-	x	x
1132	TYR_e	L-tyrosine	-	x	x
1133	TyrTyr_e	L-tyrosyl-L-tyrosine	-	x	x
1134	U23CMP_e	2',3'-Cyclic UMP	-	x	x
1135	U3MP_e	3'-UMP	-	x	x
1136	UDP_e	UDP	-	x	x
1137	UDPG_e	UDP-glucose	-	x	x
1138	UDPGAL_e	UDP-galactose	-	x	x
1139	UDPGALF_e	UDP-D-galacto-1,4-furanose	-	x	x
1140	Um_e	2'-O-methyluridine	-	x	x
1141	UmMP_e	2'-O-methyluridine monophosphate	-	x	x
1142	UMP_e	UMP	-	x	x
1143	URA_e	uracil	-	x	x
1144	URI_e	uridine	-	x	x
1145	UTP_e	UTP	-	x	x
1146	VAL_e	L-Valine	-	x	x
1147	ValVal_e	L-valyl-L-valine	-	x	x
1148	vinyl_chloride_e	Vinylchloride	-	x	x
1149	X5P_e	D-Xylulose 5-phosphate	-	x	x
1150	XAN_e	xanthine	-	x	x
1151	XTSN_e	xanthosine	-	x	x
1152	ZN_e	zinc ion	-	x	x
1153	MG_124_MONOMER_e	thioredoxin	-	x	x
1154	MG_287_MONOMER_e	acyl carrier protein	-	x	x
1155	MG_124_MONOMER_ox_e	oxidized thioredoxin	-	x	x
1156	MG_229_231_TETRAMER_e	ribonucleoside-diphosphate reductase	-	x	x
1157	MG_229_231_TETRAMER_ox_e	oxidized ribonucleoside-diphosphate reductase	-	x	x
1158	MG_287_MONOMER_ACP_e	holo acyl carrier protein	-	x	x
1159	MG_287_MONOMER_ddcaACP_e	Dodecanoyl-ACP (n-C12:0ACP)	-	x	x
1160	MG_287_MONOMER_hdeACP_e	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	-	x	x
1161	MG_287_MONOMER_myrsACP_e	Myristoyl-ACP (n-C14:0ACP)	-	x	x
1162	MG_287_MONOMER_ocdcaACP_e	Octadecanoyl-ACP (n-C18:0ACP)	-	x	x
1163	MG_287_MONOMER_octeACP_e	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	-	x	x
1164	MG_287_MONOMER_palmACP_e	Palmitoyl-ACP (n-C16:0ACP)	-	x	x
1165	MG_287_MONOMER_tdeACP_e	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	-	x	x
1166	MG_427_DIMER_e	osmotically inducible peroxidase	-	x	x
1167	MG_427_DIMER_ox_e	oxidized osmotically inducible peroxidase	-	x	x
1168	MG_454_DIMER_e	thiol-dependent peroxidase	-	x	x
1169	MG_454_DIMER_ox_e	oxidized thiol-dependent peroxidase	-	x	x
1170	gamma_radiation_m	gamma radiation (1.2 MeV)	-	x	x
1171	A23CMP_m	2',3'-Cyclic AMP	-	x	x
1172	A3MP_m	3'-AMP	-	x	x
1173	AC_m	acetate	-	x	x
1174	ACAL_m	acetaldehyde	-	x	x
1175	ACCOA_m	Acetyl-CoA	-	x	x
1176	acriflavine_m	Acriflavine	-	x	x
1177	ACTP_m	Acetyl phosphate	-	x	x
1178	AD_m	adenine	-	x	x
1179	ADN_m	adenosine	-	x	x
1180	ADP_m	ADP	-	x	x
1181	AEPP_m	2-aminoethylphosphonate	-	x	x
1182	AHCYS_m	S-Adenosyl-L-homocysteine	-	x	x
1183	AKG_m	2-Oxoglutarate	-	x	x
1184	ALA_m	L-alanine	-	x	x
1185	AlaAla_m	L-alanyl-L-alanine	-	x	x
1186	AMET_m	S-Adenosyl-L-methionine	-	x	x
1187	aminodimethylaniline_m	N,N'-dimethyl-p-phenylenediamine	-	x	x
1188	AMP_m	AMP	-	x	x
1189	AMP_Lysine_m	AMP-Lysine	-	x	x
1190	AMP_Mor_m	AMP-morpholidate	-	x	x
1191	AMP_NH2_m	AMP-NH2	-	x	x
1192	anthranilate_m	2-aminobenzoic acid	-	x	x
1193	ARG_m	L-Arginine	-	x	x
1194	ArgArg_m	L-arginyl-L-arginine	-	x	x
1195	ASN_m	L-Asparagine	-	x	x
1196	AsnAsn_m	L-asparaginyl-L-asparagine	-	x	x
1197	ASP_m	L-Aspartate	-	x	x
1198	AspAsp_m	L-aspartyl-L-aspartic Acid	-	x	x
1199	ATP_m	ATP	-	x	x
1200	aza6dT_m	6-aza-2'-deoxythymidine	-	x	x
1201	aza6dTMP_m	6-aza-2'-deoxythymidine monophosphate	-	x	x
